Date,Close,High,Low,SMA_short,SMA_long,ATR,bearish,signal,returns,strategy_returns,equity
2005-08-05,43.599998474121094,43.75,43.560001373291016,42.88899984359741,42.70959996541341,0.27071380615234375,False,0,,,
2005-08-08,43.349998474121094,43.54999923706055,43.27000045776367,42.90724983215332,42.711799952189125,0.27999959673200336,False,0,-0.005733945154800635,-0.0,1.0
2005-08-09,43.34000015258789,43.349998474121094,43.16999816894531,42.921249866485596,42.7157999420166,0.2671424320765904,False,0,-0.00023064179665821527,-0.0,1.0
2005-08-10,43.650001525878906,43.65999984741211,43.45000076293945,42.947499942779544,42.72233329772949,0.26785687037876676,False,0,0.007152777392699372,0.0,1.0
2005-08-11,44.45000076293945,44.619998931884766,43.86000061035156,42.990249919891355,42.737666625976566,0.3271424429757254,False,0,0.01832758783722488,0.0,1.0
2005-08-12,44.4900016784668,44.720001220703125,44.43000030517578,43.015999984741214,42.75533330281576,0.33857100350516184,False,0,0.0008999080954052996,0.0,1.0
2005-08-15,44.130001068115234,44.27000045776367,43.97999954223633,43.02849998474121,42.76986663818359,0.3485712323869978,False,0,-0.008091719414922038,-0.0,1.0
2005-08-16,44.54999923706055,44.56999969482422,44.04999923706055,43.050749969482425,42.78546663920085,0.3678569793701172,False,0,0.009517293423515705,0.0,1.0
2005-08-17,43.90999984741211,44.29999923706055,43.720001220703125,43.05324993133545,42.79419998168945,0.40214238848005024,False,0,-0.014365867578198133,-0.0,1.0
2005-08-18,43.83000183105469,44.13999938964844,43.81999969482422,43.05599994659424,42.80240000406901,0.40999957493373324,False,0,-0.0018218632802418089,-0.0,1.0
2005-08-19,43.599998474121094,43.880001068115234,43.4900016784668,43.045499897003175,42.81093332926432,0.41285678318568636,False,0,-0.00524762371263765,-0.0,1.0
2005-08-22,43.70000076293945,43.95000076293945,43.65999984741211,43.04049987792969,42.82013333638509,0.42642838614327566,False,0,0.00229363055775611,0.0,1.0
2005-08-23,43.7599983215332,43.900001525878906,43.709999084472656,43.036749839782715,42.83013333638509,0.406428473336356,False,0,0.0013729418202810262,0.0,1.0
2005-08-24,43.59000015258789,43.959999084472656,43.40999984741211,43.040249824523926,42.839066670735676,0.4249997820172991,False,0,-0.0038847846313024847,-0.0,1.0
2005-08-25,43.72999954223633,43.810001373291016,43.599998474121094,43.04274978637695,42.84566665649414,0.427142824445452,False,0,0.0032117317999167394,0.0,1.0
2005-08-26,43.61000061035156,43.900001525878906,43.5099983215332,43.046999835968016,42.851266657511395,0.4314289093017578,False,0,-0.0027440871973681835,-0.0,1.0
2005-08-29,43.56999969482422,43.959999084472656,43.560001373291016,43.068749809265135,42.86013331095378,0.4471430097307478,False,0,-0.0009172418015938044,-0.0,1.0
2005-08-30,43.0099983215332,43.06999969482422,42.810001373291016,43.08699979782104,42.86226664225261,0.4785714830671038,False,0,-0.012852912031521946,-0.0,1.0
2005-08-31,43.400001525878906,43.400001525878906,43.029998779296875,43.11574983596802,42.8674666595459,0.43714332580566406,False,0,0.009067733540236933,0.0,1.0
2005-09-01,44.220001220703125,44.400001525878906,43.849998474121094,43.162249851226804,42.87766667683919,0.4878575461251395,False,0,0.018894001520605164,0.0,1.0
2005-09-02,44.25,44.36000061035156,44.09000015258789,43.21199989318848,42.8912000020345,0.4707145690917969,False,0,0.0006783984276064192,0.0,1.0
2005-09-06,44.27000045776367,44.41999816894531,44.189998626708984,43.25524988174438,42.90566668192545,0.4500002179827009,False,0,0.00045198774607158043,0.0,1.0
2005-09-07,44.33000183105469,44.4900016784668,44.290000915527344,43.29749994277954,42.920133361816404,0.40642901829310824,False,0,0.0013553506363357393,0.0,1.0
2005-09-08,44.599998474121094,44.779998779296875,44.470001220703125,43.353749942779544,42.93960001627604,0.41571453639439176,False,0,0.006090607532464931,0.0,1.0
2005-09-09,44.84000015258789,44.869998931884766,44.65999984741211,43.427249908447266,42.96206667582194,0.4071431841169085,False,0,0.00538120373717188,0.0,1.0
2005-09-12,44.88999938964844,44.88999938964844,44.619998931884766,43.49824991226196,42.98620000203451,0.4014287676130022,False,0,0.0011150588066548561,0.0,1.0
2005-09-13,44.560001373291016,44.619998931884766,44.36000061035156,43.56199998855591,43.008200022379555,0.42500005449567524,False,0,-0.007351259096553209,-0.0,1.0
2005-09-14,44.959999084472656,44.959999084472656,44.65999984741211,43.63874998092651,43.0325333404541,0.41428565979003906,False,0,0.008976609040712402,0.0,1.0
2005-09-15,45.41999816894531,45.470001220703125,45.130001068115234,43.71924991607666,43.05699999491374,0.43500001089913504,False,0,0.010231296571167503,0.0,1.0
2005-09-16,45.81999969482422,45.880001068115234,45.54999923706055,43.80324993133545,43.08193331400553,0.43999998910086496,False,0,0.008806727036646977,0.0,1.0
2005-09-19,46.25,46.72999954223633,46.220001220703125,43.89824991226196,43.106599985758464,0.476428713117327,False,0,0.009384554955035318,0.0,1.0
2005-09-20,46.22999954223633,46.52000045776367,46.220001220703125,43.99124994277954,43.13093330383301,0.4435716356549944,False,0,-0.00043244233002537324,-0.0,1.0
2005-09-21,47.060001373291016,47.130001068115234,46.54999923706055,44.11149997711182,43.16119997660319,0.48000008719308035,False,0,0.017953749497582994,0.0,1.0
2005-09-22,46.36000061035156,46.84000015258789,46.220001220703125,44.209500026702884,43.18539998372396,0.468571526663644,False,0,-0.014874643912287211,-0.0,1.0
2005-09-23,46.279998779296875,46.29999923706055,45.91999816894531,44.2977499961853,43.20893330891927,0.4807145254952567,False,0,-0.0017256650129728879,-0.0,1.0
2005-09-26,46.56999969482422,46.61000061035156,45.84000015258789,44.3914999961853,43.228933308919274,0.5192860194614956,False,0,0.006266225652042934,0.0,1.0
2005-09-27,46.25,46.33000183105469,45.65999984741211,44.46949996948242,43.247799987792966,0.5685716356549945,False,0,-0.0068713699145629414,-0.0,1.0
2005-09-28,46.79999923706055,46.88999938964844,46.15999984741211,44.560999965667726,43.270933303833004,0.5885718209402901,False,0,0.01189187539590364,0.0,1.0
