Date,Close,bearish,SMA_short,SMA_long,signal,returns,strategy_returns,equity
2005-11-18,48.459999084472656,False,46.74449977874756,44.16699986775716,1,-0.0004125507003408524,-0.0004125507003408524,1.0253914685898897
2005-11-21,48.9900016784668,False,46.80499982833862,44.20426653544108,1,0.010936908873445672,0.010936908873445672,1.036606081641466
2005-11-22,49.31999969482422,False,46.88174982070923,44.24513320922851,1,0.006736027863874616,0.006736027863874616,1.0435886890912647
2005-11-23,49.150001525878906,False,46.94049987792969,44.28353322347005,1,-0.0034468404297892663,-0.0034468404297892663,1.0399916054056342
2005-11-25,49.41999816894531,False,46.99849987030029,44.32339988708496,1,0.0054933191187032104,0.0054933191187032104,1.0457046111748998
2005-11-28,49.7400016784668,False,47.074499893188474,44.36406656901042,1,0.006475182545080838,0.006475182545080838,1.05247573942049
2005-11-29,49.79999923706055,False,47.15899991989136,44.40806655883789,1,0.0012062234935492633,0.0012062234935492633,1.0537452603837696
2005-11-30,49.099998474121094,False,47.2252498626709,44.448733215332034,1,-0.014056240435010303,-0.014056240435010303,1.0389335636465629
2005-12-01,50.16999816894531,False,47.32049980163574,44.49419987996419,1,0.021792255154308826,0.021792255154308826,1.061574268953924
2005-12-02,50.31999969482422,False,47.398249816894534,44.54379987080892,1,0.002989865085778698,0.002989865085778698,1.0647482327966304
2005-12-05,50.779998779296875,False,47.48374977111816,44.59726654052734,1,0.009141476296947726,0.009141476296947726,1.0744816035289577
2005-12-06,50.88999938964844,False,47.57174978256226,44.65053319295247,1,0.00216621923977689,0.00216621923977689,1.0768091662513084
2005-12-07,51.31999969482422,False,47.66999979019165,44.70659985860189,1,0.00844960326848132,0.00844960326848132,1.0859077765019962
2005-12-08,51.900001525878906,False,47.796249866485596,44.76913319905599,1,0.011301672535145801,0.011301672535145801,1.09818035059539
2005-12-09,52.400001525878906,False,47.93074989318848,44.83479988098144,1,0.00963391108477496,0.00963391108477496,1.108760122448073
2005-12-12,52.560001373291016,False,48.07474994659424,44.90093322753906,1,0.0030534321136057585,0.0030534321136057585,1.1121456462122414
2005-12-13,51.650001525878906,False,48.18450002670288,44.9606665802002,1,-0.017313543067647985,-0.017313543067647985,1.0928904646690485
2005-12-14,50.349998474121094,False,48.26824998855591,45.01526657104492,1,-0.025169467828698,-0.025169467828698,1.0653829932782701
2005-12-15,50.2400016784668,False,48.365750026702884,45.070533243815106,1,-0.0021846434754280164,-0.0021846434754280164,1.0630555112731728
2005-12-16,50.09000015258789,False,48.46850004196167,45.125266571044925,1,-0.0029856990618533086,-0.0029856990618533086,1.0598815474304664
2005-12-19,50.220001220703125,False,48.56100006103516,45.18099990844726,1,0.0025953497248796253,0.0025953497248796253,1.062632310712995
2005-12-20,49.040000915527344,False,48.62725009918213,45.22759991963704,1,-0.02349662040010725,-0.02349662040010725,1.0376640426832828
2005-12-21,49.369998931884766,False,48.685000038146974,45.2768665822347,1,0.006729160077420415,0.006729160077420415,1.0446466501330818
2005-12-22,50.13999938964844,False,48.765250015258786,45.33346656799316,1,0.015596525712427756,0.015596525712427756,1.060939508472284
2005-12-23,50.119998931884766,False,48.838749980926515,45.39013323465983,1,-0.0003988922618096691,-0.0003988922618096691,1.0605163079121063
2005-12-27,50.63999938964844,False,48.924249935150144,45.449533233642576,1,0.010375109115033698,0.010375109115033698,1.0715192803249671
2005-12-28,51.470001220703125,False,49.05099992752075,45.51353324890137,1,0.016390241727063604,0.016390241727063604,1.0890817403447026
2005-12-29,51.470001220703125,False,49.19449996948242,45.57873326619466,1,0.0,0.0,1.0890817403447026
2005-12-30,51.58000183105469,False,49.33074998855591,45.64339993794759,1,0.00213717908961919,0.00213717908961919,1.0914093030670533
2006-01-03,53.119998931884766,False,49.50974998474121,45.719866587320965,1,0.029856476272998034,0.029856476272998034,1.123994939028204
2006-01-04,53.29999923706055,False,49.70450000762939,45.79833325703939,1,0.0033885600300291863,0.0033885600300291863,1.1278036633525501
2006-01-05,52.34000015258789,False,49.86875,45.86659993489583,1,-0.018011240116588056,-0.018011240116588056,1.1074905207675396
2006-01-06,53.720001220703125,False,50.064000034332274,45.943599955240884,1,0.02636608834719323,0.02636608834719323,1.1366907136817757
2006-01-09,54.599998474121094,False,50.26499996185303,46.02439994812012,1,0.016381184538745375,0.016381184538745375,1.155311054026075
2006-01-10,54.060001373291016,False,50.45450000762939,46.10226661682129,1,-0.009890057068152158,-0.009890057068152158,1.14388496177029
2006-01-11,54.529998779296875,False,50.647749996185304,46.18353327433268,1,0.00869399545073013,0.00869399545073013,1.1538298924240795
2006-01-12,54.43000030517578,False,50.84300003051758,46.2645999399821,1,-0.0018338249836722387,-0.0018338249836722387,1.1517139703404444
2006-01-13,55.439998626708984,False,51.0625,46.350066604614256,1,0.018555912472356884,0.018555912472356884,1.1730850739672722
2006-01-17,55.2599983215332,False,51.24949998855591,46.4332666015625,1,-0.0032467588317915963,-0.0032467588317915963,1.1692763496429261
2006-01-18,54.06999969482422,False,51.38924999237061,46.509733276367186,1,-0.021534539682482756,-0.021534539682482756,1.144096521691752
2006-01-19,55.59000015258789,False,51.567500019073485,46.595399932861326,1,0.02811171567121673,0.02811171567121673,1.1762590378099786
2006-01-20,55.20000076293945,False,51.7227499961853,46.673666610717774,1,-0.007015639298038057,-0.007015639298038057,1.1680068286796466
2006-01-23,55.77000045776367,False,51.88400001525879,46.75459993998209,1,0.010326081285254363,0.010326081285254363,1.1800677621343247
2006-01-24,55.72999954223633,False,52.04849996566772,46.835066604614255,1,-0.0007172478967010232,-0.0007172478967010232,1.1792213610139692
2006-01-25,56.13999938964844,False,52.216499996185306,46.917266591389975,1,0.007356896658529122,0.007356896658529122,1.187896770704479
2006-01-26,55.880001068115234,False,52.369999980926515,46.99833325703939,1,-0.004631249097967416,-0.004631249097967416,1.1823953248566754
2006-01-27,55.630001068115234,False,52.51575002670288,47.0757332611084,1,-0.004473872498593212,-0.004473872498593212,1.177105438930334
2006-01-30,56.68000030517578,False,52.705250072479245,47.16093325297038,1,0.01887469381449214,0.01887469381449214,1.1993229436775175
2006-01-31,56.70000076293945,False,52.8685001373291,47.24619992574056,1,0.0003528662254055348,0.0003528662254055348,1.199746144237695
2006-02-01,56.70000076293945,False,53.02800016403198,47.33453325907389,1,0.0,0.0,1.199746144237695
2006-02-02,56.97999954223633,False,53.18300018310547,47.423533248901364,1,0.004938250009334899,0.004938250009334899,1.2056707906456765
2006-02-03,56.5,False,53.323250198364256,47.51059992472331,1,-0.008424000457924352,-0.008424000457924352,1.1955142193531714
2006-02-06,56.720001220703125,False,53.45825023651123,47.60406659444173,1,0.003893826915099652,0.003893826915099652,1.2001693447978732
2006-02-07,54.599998474121094,False,53.525750160217285,47.68619992574056,1,-0.03737663436100591,-0.03737663436100591,1.1553110540260751
2006-02-08,54.83000183105469,False,53.58650016784668,47.77006660461426,1,0.0042125158124795,0.0042125158124795,1.1601778201094923
2006-02-09,56.18000030517578,False,53.6770001411438,47.86219993591308,1,0.024621528889982258,0.024621528889982258,1.188743171824835
2006-02-10,54.790000915527344,False,53.75550012588501,47.94573328653971,1,-0.02474189003378091,-0.02474189003378091,1.1593314189891368
2006-02-13,53.720001220703125,False,53.83975019454956,48.02026662190755,1,-0.01952910525542595,-0.01952910525542595,1.1366907136817757
2006-02-14,54.4900016784668,False,53.94600019454956,48.099266637166345,1,0.014333589729460527,0.014333589729460527,1.152983572020978
2006-02-15,53.7599983215332,False,54.03775014877319,48.17533330281576,1,-0.013397014763206982,-0.013397014763206982,1.1375370340848778
2006-02-16,54.52000045776367,False,54.145250129699704,48.25946662902832,1,0.014136944939711071,0.014136944939711071,1.153618332502618
2006-02-17,54.959999084472656,False,54.29325008392334,48.345533294677736,1,0.008070407612154273,0.008070407612154273,1.1629285026747678
2006-02-21,55.119998931884766,False,54.43700008392334,48.43293329874675,1,0.002911205423533403,0.002911205423533403,1.1663140264389362
2006-02-22,55.34000015258789,False,54.56700010299683,48.52259997049968,1,0.003991313950767461,0.003991313950767461,1.1709691518836378
2006-02-23,54.63999938964844,False,54.680000114440915,48.605533294677734,1,-0.012649092175810561,-0.012649092175810561,1.1561574551464309
2006-02-24,55.63999938964844,False,54.805000114440915,48.69339996337891,1,0.01830161074616421,0.01830161074616421,1.1773169988517966
2006-02-27,55.220001220703125,False,54.898750114440915,48.778533299764,1,-0.007548493413956692,-0.007548493413956692,1.1684300292398246
2006-02-28,56.06999969482422,False,55.013750076293945,48.868933308919274,1,0.015392945587303197,0.015392945587303197,1.1864156091024844
2006-03-01,56.099998474121094,False,55.126749992370605,48.961266632080076,1,0.0005350237107213385,0.0005350237107213385,1.1870503695841241
2006-03-02,56.7400016784668,False,55.21725006103516,49.05659998575846,1,0.011408257072251793,0.011408257072251793,1.2005925453580513
2006-03-03,56.279998779296875,False,55.291750049591066,49.14679997762044,1,-0.008107206301766756,-0.008107206301766756,1.1908590939084702
2006-03-06,55.22999954223633,False,55.36400003433228,49.22953330993652,1,-0.018656703266432872,-0.018656703266432872,1.1686415891612867
2006-03-07,54.95000076293945,False,55.39475002288818,49.30833330790202,1,-0.00506968643160588,-0.00506968643160588,1.1627169427533053
2006-03-08,53.970001220703125,False,55.37900009155273,49.38053332010905,1,-0.017834386326292417,-0.017834386326292417,1.1419805996081172
2006-03-09,54.2400016784668,False,55.38350009918213,49.45193333943685,1,0.00500278769050877,0.00500278769050877,1.1476936860946365
2006-03-10,53.83000183105469,False,55.366000175476074,49.519600016276044,1,-0.007558994003034503,-0.007558994003034503,1.1390182764041266
2006-03-13,54.310001373291016,False,55.36300020217895,49.59100003560384,1,0.008916951995335376,0.008916951995335376,1.1491748476966317
2006-03-14,54.869998931884766,False,55.34875020980835,49.6678000386556,1,0.01031113136500772,0.01031113136500772,1.1610241405125945
2006-03-15,55.119998931884766,False,55.34525022506714,49.74633336385091,1,0.004556223890405997,0.004556223890405997,1.166314026438936
2006-03-16,55.34000015258789,False,55.37700023651123,49.82426668802897,1,0.003991313950767461,0.003991313950767461,1.1709691518836376
2006-03-17,55.119998931884766,False,55.365250205993654,49.895400009155274,1,-0.003975446694913676,-0.003975446694913676,1.166314026438936
2006-03-20,55.16999816894531,False,55.3645001411438,49.966599985758464,1,0.0009070979323191342,0.0009070979323191342,1.1673719874807535
2006-03-21,54.83000183105469,False,55.341000175476076,50.03793332417806,1,-0.006162703447070372,-0.006162703447070372,1.1601778201094926
2006-03-22,54.75,False,55.316500186920166,50.105933329264325,1,-0.0014590886081162768,-0.0014590886081162768,1.1584850178687816
2006-03-23,54.70000076293945,False,55.28050022125244,50.17786666870117,1,-0.0009132280741652732,-0.0009132280741652732,1.157427056826964
2006-03-24,55.709999084472656,False,55.276250171661374,50.25706665039063,1,0.01846432006299903,0.01846432006299903,1.178798160453792
2006-03-27,56.38999938964844,False,55.29525012969971,50.34233332316081,1,0.012206072811896895,0.012206072811896895,1.1931866566308211
2006-03-28,56.060001373291016,False,55.279750156402585,50.424733327229816,1,-0.005852066322561411,-0.005852066322561411,1.1862040491810222
2006-03-29,57.06999969482422,False,55.28900012969971,50.513466669718426,1,0.01801638060634092,0.01801638060634092,1.2075751528078502
2006-03-30,58.599998474121094,False,55.33650007247925,50.61353332519531,1,0.02680916046045878,0.02680916046045878,1.2399492288475389
2006-03-31,58.099998474121094,False,55.36450004577637,50.70933331807454,1,-0.008532423430365976,-0.008532423430365976,1.229369456994856
2006-04-03,58.470001220703125,False,55.413750076293944,50.80839998881022,1,0.006368377905325406,0.006368377905325406,1.237198546282264
2006-04-04,58.33000183105469,False,55.454000091552736,50.90680000305176,1,-0.002394379796914814,-0.002394379796914814,1.2342362230782733
2006-04-05,58.65999984741211,False,55.55550012588501,51.011133346557614,1,0.005657431956083592,0.005657431956083592,1.2412188305280722
2006-04-06,59.279998779296875,False,55.666750049591066,51.11699999491373,1,0.01056936470333314,0.01056936470333314,1.2543377250245682
2006-04-07,58.59000015258789,False,55.727000045776364,51.21279998779297,1,-0.011639653186868215,-0.011639653186868215,1.239737668926077
2006-04-10,59.599998474121094,False,55.84724998474121,51.315133310953776,1,0.01723840790071396,0.01723840790071396,1.261108772552905
2006-04-11,59.0099983215332,False,55.979499912261964,51.41339996337891,1,-0.009899331672702516,-0.009899331672702516,1.248624638538049
2006-04-12,59.43000030517578,False,56.10299987792969,51.51406661987305,1,0.00711747154023068,0.00711747154023068,1.2575116888672744
2006-04-13,59.5,False,56.246499919891356,51.6133999633789,1,0.0011778511604370046,0.0011778511604370046,1.2589928504692698
2006-04-17,61.09000015258789,False,56.41074991226196,51.72173329671224,1,0.026722691640132634,0.026722691640132634,1.2926365281894916
2006-04-18,61.849998474121094,False,56.58299989700318,51.83479995727539,1,0.01244063381297944,0.01244063381297944,1.3087177458899781
2006-04-19,63.75,False,56.798749923706055,51.96273328145345,1,0.030719508047747146,0.030719508047747146,1.3489209112170748
2006-04-20,60.959999084472656,False,56.93924989700317,52.069399948120115,1,-0.043764720243566146,-0.043764720243566146,1.2898857649069633
2006-04-21,63.20000076293945,False,57.15324993133545,52.18793329874674,1,0.03674543490991211,0.03674543490991211,1.3372831783225743
2006-04-24,61.650001525878906,False,57.30349998474121,52.29346664428711,1,-0.02452530408780418,-0.02452530408780418,1.304485901722708
2006-04-25,62.779998779296875,False,57.492499923706056,52.40366663614909,1,0.018329233178423054,0.018329233178423054,1.328396127993349
2006-04-26,63.650001525878906,False,57.68199996948242,52.51979998270671,1,0.01385796055269961,0.01385796055269961,1.3468049891334397
2006-04-27,62.959999084472656,False,57.85349998474121,52.62579996744792,1,-0.01084057226810442,-0.01084057226810442,1.332204852317695
2006-04-28,65.08999633789062,False,58.06224985122681,52.75066660563151,1,0.03383096067965585,0.03383096067965585,1.3772746222937018
2006-05-01,65.16000366210938,False,58.28424997329712,52.87653330485026,1,0.0010755465994394253,0.0010755465994394253,1.378755945330204
2006-05-02,66.55000305175781,False,58.56725006103515,53.00973332722982,1,0.021332095020380137,0.021332095020380137,1.408167698165902
2006-05-03,66.45999908447266,False,58.855000019073486,53.144466654459634,1,-0.001352426193206302,-0.001352426193206302,1.4062632552864753
2006-05-04,67.4800033569336,False,59.19275007247925,53.282333348592125,1,0.015347641987844218,0.015347641987844218,1.4278460802692725
2006-05-05,67.98999786376953,False,59.536499977111816,53.42160001118978,1,0.007557713121890908,0.007557713121890908,1.438637331326164
2006-05-08,67.55999755859375,False,59.879749870300294,53.56066665649414,1,-0.006324464166587607,-0.006324464166587607,1.4295387210754764
2006-05-09,69.68000030517578,False,60.26399984359741,53.71573333740234,1,0.0313795562935506,0.0313795562935506,1.4743970118472747
2006-05-10,70.37999725341797,False,60.651749801635745,53.87526664733887,1,0.010045880384277117,0.010045880384277117,1.489208627867228
2006-05-11,71.02999877929688,False,61.04949979782104,54.0397333017985,1,0.009235600330281812,0.009235600330281812,1.5029623635626173
2006-05-12,71.12000274658203,False,61.4439998626709,54.19913332621257,1,0.0012671261274381784,0.0012671261274381784,1.5048668064420436
2006-05-15,67.41000366210938,False,61.75124998092652,54.332800013224286,1,-0.05216533944314217,-0.05216533944314217,1.426364918667277
2006-05-16,68.61000061035156,False,62.08725004196167,54.47440002441406,1,0.017801466889946216,0.017801466889946216,1.4517563065399135
2006-05-17,68.1500015258789,False,62.42025003433228,54.6128000386556,1,-0.006704548613620798,-0.006704548613620798,1.442022935807586
2006-05-18,67.45999908447266,False,62.73800001144409,54.75020004272461,1,-0.010124760468922855,-0.010124760468922855,1.4274227989918413
2006-05-19,65.58000183105469,False,63.01000003814697,54.87393338521321,1,-0.02786832610335288,-0.02786832610335288,1.387642914942176
2006-05-22,65.30000305175781,False,63.2497501373291,54.99726674397787,1,-0.00426957565536823,-0.00426957565536823,1.3817182685341947
2006-05-23,66.37999725341797,True,63.49950008392334,55.12473340352376,1,0.016538960967645622,0.016538960967645622,1.4045704530457646
2006-05-24,64.05999755859375,False,63.69949998855591,55.23846672058105,1,-0.03495028307951242,-0.03495028307951242,1.3554803181066961
2006-05-25,64.69999694824219,False,63.89024991989136,55.36086669921875,1,0.009990624633774647,0.009990624633774647,1.3690224131633695
2006-05-26,65.0999984741211,False,64.05274991989135,55.48833335876465,1,0.006182404091902738,0.006182404091902738,1.3774862629324172
2006-05-30,65.11000061035156,False,64.22799997329712,55.61226669311523,1,0.00015364264923056759,0.00015364264923056759,1.3776979035711328
2006-05-31,64.2300033569336,False,64.37200002670288,55.73120005289714,1,-0.013515546692808078,-0.013515546692808078,1.3590775632268333
2006-06-01,62.560001373291016,False,64.47775001525879,55.83453338623047,1,-0.026000340905513952,-0.026000340905513952,1.3237410832659005
2006-06-02,63.5,False,64.59875001907349,55.94500005086263,1,0.01502555316615295,0.01502555316615295,1.343631025290733
2006-06-05,63.290000915527344,False,64.69900007247925,56.05240005493164,1,-0.0033070721964197913,-0.0033070721964197913,1.339187540484747
2006-06-06,62.54999923706055,False,64.79800004959107,56.154600041707354,1,-0.01169223681090592,-0.01169223681090592,1.3235294426271849
2006-06-07,62.279998779296875,True,64.86500005722046,56.260466690063474,1,-0.004316554133604211,-0.004316554133604211,1.3178163561406655
2006-06-08,60.90999984741211,True,64.91250009536743,56.361666692097984,1,-0.021997414237910684,-0.021997414237910684,1.2888278038651453
2006-06-09,60.45000076293945,True,64.93800010681153,56.45713335673015,1,-0.007552111075767809,-0.007552111075767809,1.2790944331328178
2006-06-12,60.029998779296875,True,64.95125007629395,56.55093335469564,1,-0.006947923545768897,-0.006947923545768897,1.2702073828035925
2006-06-13,55.91999816894531,True,64.82200002670288,56.62033335367838,1,-0.0684657786761278,-0.0684657786761278,1.1832416452597783
2006-06-14,55.619998931884766,True,64.66625003814697,56.68600001017253,1,-0.0053647933992091446,-0.0053647933992091446,1.1768937982916192
2006-06-15,57.31999969482422,True,64.50550003051758,56.76206667582194,1,0.030564559431605964,0.030564559431605964,1.212865038734192
2006-06-16,57.68000030517578,True,64.42350006103516,56.8362000020345,1,0.0062805410374777715,0.0062805410374777715,1.2204824873828841
2006-06-19,56.36000061035156,True,64.25250005722046,56.90206667582194,1,-0.022884876696260603,-0.022884876696260603,1.1925518961491814
2006-06-20,57.29999923706055,True,64.14375,56.97206667582194,1,0.0166784708397667,0.0166784708397667,1.212441838174014
2006-06-21,58.33000183105469,True,64.03250007629394,57.05013336181641,1,0.01797561269997283,0.01797561269997283,1.2342362230782733
2006-06-22,57.72999954223633,True,63.88450002670288,57.1239333597819,1,-0.010286340990630971,-0.010286340990630971,1.2215404484247017
2006-06-23,57.9900016784668,True,63.760250091552734,57.19200004577637,1,0.00450376127303187,0.00450376127303187,1.2270419749897588
2006-06-26,58.279998779296875,True,63.59000015258789,57.25733337402344,1,0.005000812078571837,0.005000812078571837,1.2331781813192022
2006-06-27,57.68000030517578,True,63.403000068664554,57.31880004882812,1,-0.010295101007006813,-0.010295101007006813,1.2204824873828841
2006-06-28,57.540000915527344,True,63.17775001525879,57.37580004374186,1,-0.00242717387149316,-0.00242717387149316,1.2175201641788933
2006-06-29,59.52000045776367,False,63.004250049591064,57.44380004882812,1,0.0344108361267339,0.0344108361267339,1.2594160510294474
2006-06-30,61.22999954223633,False,62.84799995422363,57.52433336893717,1,0.028729823106874885,0.028729823106874885,1.2955988513934824
2006-07-03,62.18000030517578,False,62.702750015258786,57.60940004984538,1,0.015515282868557634,0.015515282868557634,1.3157004340570306
2006-07-05,62.5,False,62.576250076293945,57.69446670532226,1,0.005146344375260181,0.005146344375260181,1.3224714815853673
